ref,piece,max,min,geo_point_2d,surface,price_per_m2,district
33.0,1,39.6,23.1,"48.8671501183107, 2.3500801904088187",10.0,99.0,2
25.2,4,30.2,17.6,"48.869306638088744, 2.3334318076581146",40.0,18.9,2
28.1,4,33.7,19.7,"48.86327454383974, 2.259935831704838",40.0,21.075,16
30.1,2,36.1,21.1,"48.847800629292664, 2.3363388275876775",20.0,45.150000000000006,6
23.8,4,28.6,16.7,"48.84691594405347, 2.374401626479208",40.0,17.849999999999998,12
25.8,3,31.0,18.1,"48.86647028948414, 2.3570831310567835",30.0,25.8,3
25.8,4,31.0,18.1,"48.86388739200144, 2.363123300986952",40.0,19.35,3
34.8,1,41.8,24.4,"48.84642759400415, 2.327356878234607",10.0,104.39999999999999,6
21.9,3,26.3,15.3,"48.87124465089237, 2.3615036473450113",30.0,21.9,10
29.3,2,35.2,20.5,"48.84642759400415, 2.327356878234607",20.0,43.95,6
32.9,1,39.5,23.0,"48.862557245043206, 2.354851518245669",10.0,98.7,3
25.3,4,30.4,17.7,"48.850622342726865, 2.252276907538065",40.0,18.975,16
23.7,4,28.4,16.6,"48.8376230959726, 2.331783822887114",40.0,17.775000000000002,14
22.8,3,27.4,16.0,"48.88073523727109, 2.35747081044636",30.0,22.8,10
29.6,3,35.5,20.7,"48.869306638088744, 2.3334318076581146",30.0,29.6,2
32.2,1,38.6,22.5,"48.82665262554388, 2.3264369992249008",10.0,96.60000000000001,14
21.1,3,25.3,14.8,"48.86740319007272, 2.3729648249267643",30.0,21.1,11
25.5,2,30.6,17.9,"48.859192412713874, 2.3632050573309638",20.0,38.25,3
28.1,4,33.7,19.7,"48.87814767585099, 2.3171746113048903",40.0,21.075,8
28.0,3,33.6,19.6,"48.871765634282355, 2.2719177404675657",30.0,28.0,16
39.3,1,47.2,27.5,"48.85526326937375, 2.3255876525808024",10.0,117.89999999999999,7
31.4,4,37.7,22.0,"48.858514966137854, 2.3164447403399206",40.0,23.549999999999997,7
26.9,2,32.3,18.8,"48.83906040108164, 2.2780763469189345",20.0,40.35,15
22.7,4,27.2,15.9,"48.876008290020586, 2.36812301788768",40.0,17.025,10
25.8,1,31.0,18.1,"48.8379956461218, 2.4331784419569793",10.0,77.4,12
29.7,1,35.6,20.8,"48.8379956461218, 2.4331784419569793",10.0,89.1,12
26.9,2,32.3,18.8,"48.85706404083103, 2.380364061726767",20.0,40.35,11
25.0,3,30.0,17.5,"48.86465997810256, 2.3363089189653063",30.0,25.0,1
29.7,1,35.6,20.8,"48.86228910809422, 2.3448988583110166",10.0,89.1,1
31.0,1,37.2,21.7,"48.851585175021285, 2.3647679538731117",10.0,93.0,4
23.6,2,28.3,16.5,"48.85209650697998, 2.3887648336025635",20.0,35.400000000000006,11
27.8,1,33.4,19.5,"48.83906040108164, 2.2780763469189345",10.0,83.4,15
31.5,2,37.8,22.1,"48.86465997810256, 2.3363089189653063",20.0,47.25,1
23.7,4,28.4,16.6,"48.8949426537908, 2.321118743705154",40.0,17.775000000000002,17
29.8,1,35.8,20.9,"48.89257777114592, 2.334363089913081",10.0,89.4,18
26.3,1,31.6,18.4,"48.89257777114592, 2.334363089913081",10.0,78.89999999999999,18
25.9,2,31.1,18.1,"48.88073523727109, 2.35747081044636",20.0,38.849999999999994,10
27.2,2,32.6,19.0,"48.89257777114592, 2.334363089913081",20.0,40.8,18
30.3,3,36.4,21.2,"48.86327454383974, 2.259935831704838",30.0,30.3,16
25.0,4,30.0,17.5,"48.87993433878255, 2.3328501965554715",40.0,18.75,9
32.9,1,39.5,23.0,"48.876008290020586, 2.36812301788768",10.0,98.7,10
24.9,3,29.9,17.4,"48.8376230959726, 2.331783822887114",30.0,24.9,14
27.7,1,33.2,19.4,"48.823452771575106, 2.337070179863054",10.0,83.1,14
26.6,3,31.9,18.6,"48.867018590627694, 2.328581664931248",30.0,26.6,1
31.0,2,37.2,21.7,"48.847800629292664, 2.3363388275876775",20.0,46.5,6
22.6,4,27.1,15.8,"48.86740319007272, 2.3729648249267643",40.0,16.950000000000003,11
34.2,1,41.0,23.9,"48.874135575605415, 2.3041188097211407",10.0,102.60000000000001,8
31.9,3,38.3,22.3,"48.85035926154756, 2.3110309362657557",30.0,31.9,7
28.8,1,34.6,20.2,"48.83429362836976, 2.296919974448867",10.0,86.39999999999999,15
31.8,2,38.2,22.3,"48.858514966137854, 2.3164447403399206",20.0,47.7,7
34.8,1,41.8,24.4,"48.859192412713874, 2.3632050573309638",10.0,104.39999999999999,3
25.2,4,30.2,17.6,"48.83740588522813, 2.3633186351497177",40.0,18.9,13
25.3,3,30.4,17.7,"48.852895586218004, 2.3527750121216795",30.0,25.3,4
34.7,2,41.6,24.3,"48.85526326937375, 2.3255876525808024",20.0,52.050000000000004,7
26.3,3,31.6,18.4,"48.86910019977125, 2.3394607437483312",30.0,26.3,2
27.7,1,33.2,19.4,"48.89213818760241, 2.355536163296278",10.0,83.1,18
34.2,4,41.0,23.9,"48.85526326937375, 2.3255876525808024",40.0,25.650000000000002,7
26.6,2,31.9,18.6,"48.868008337402706, 2.3446991274274604",20.0,39.900000000000006,2
28.1,3,33.7,19.7,"48.871765634282355, 2.2719177404675657",30.0,28.1,16
26.3,3,31.6,18.4,"48.859192412713874, 2.3632050573309638",30.0,26.3,3
26.7,4,32.0,18.7,"48.874135575605415, 2.3041188097211407",40.0,20.025,8
24.1,2,28.9,16.9,"48.86371948395739, 2.395272820760115",20.0,36.150000000000006,20
32.8,1,39.4,23.0,"48.83740588522813, 2.3633186351497177",10.0,98.39999999999999,13
26.6,2,31.9,18.6,"48.89257777114592, 2.334363089913081",20.0,39.900000000000006,18
25.9,2,31.1,18.1,"48.82752745777257, 2.3723977369189355",20.0,38.849999999999994,13
26.0,4,31.2,18.2,"48.88117755028415, 2.289963738115156",40.0,19.5,17
28.3,4,34.0,19.8,"48.86388739200144, 2.363123300986952",40.0,21.225,3
33.6,1,40.3,23.5,"48.86843361445447, 2.2916790427412166",10.0,100.80000000000001,16
30.4,2,36.5,21.3,"48.85438440363996, 2.340035371130514",20.0,45.6,6
33.0,2,39.6,23.1,"48.847800629292664, 2.3363388275876775",20.0,49.5,6
34.4,1,41.3,24.1,"48.87981191977869, 2.3448612910024424",10.0,103.2,9
25.2,3,30.2,17.6,"48.850171655497846, 2.291852642697574",30.0,25.2,15
33.8,1,40.6,23.7,"48.88504369140323, 2.302909824651906",10.0,101.39999999999999,17
28.6,1,34.3,20.0,"48.87863907572485, 2.380127281829295",10.0,85.80000000000001,19
27.0,2,32.4,18.9,"48.85706404083103, 2.380364061726767",20.0,40.5,11
31.5,3,37.8,22.1,"48.867074492185395, 2.3086516846814",30.0,31.5,8
26.7,2,32.0,18.7,"48.84766363545046, 2.354093153377686",20.0,40.05,5
34.2,1,41.0,23.9,"48.86465997810256, 2.3363089189653063",10.0,102.60000000000001,1
27.7,3,33.2,19.4,"48.888481513920595, 2.313856169006357",30.0,27.7,17
24.5,4,29.4,17.2,"48.8949426537908, 2.321118743705154",40.0,18.375,17
28.6,1,34.3,20.0,"48.835209049865114, 2.3862100842120184",10.0,85.80000000000001,12
27.7,1,33.2,19.4,"48.87863907572485, 2.380127281829295",10.0,83.1,19
33.7,1,40.4,23.6,"48.862557245043206, 2.354851518245669",10.0,101.10000000000001,3
36.9,1,44.3,25.8,"48.847800629292664, 2.3363388275876775",10.0,110.7,6
29.6,3,35.5,20.7,"48.88117755028415, 2.289963738115156",30.0,29.6,17
29.9,3,35.9,20.9,"48.8490447659431, 2.3457466001872485",30.0,29.9,5
24.4,2,29.3,17.1,"48.8379956461218, 2.4331784419569793",20.0,36.6,12
32.5,1,39.0,22.75,"48.86228910809422, 2.3448988583110166",10.0,97.5,1
30.4,2,36.48,21.28,"48.87354738020911, 2.332268868869704",20.0,45.6,9
22.4,3,26.88,15.68,"48.87124465089237, 2.3615036473450113",30.0,22.4,10
25.0,4,30.0,17.5,"48.87981191977869, 2.3448612910024424",40.0,18.75,9
20.3,3,24.36,14.21,"48.830359242366505, 2.428826815083849",30.0,20.3,12
32.5,2,39.0,22.75,"48.84642759400415, 2.327356878234607",20.0,48.75,6
30.0,1,36.0,21.0,"48.854760283035255, 2.407430328235969",10.0,90.0,20
29.5,1,35.4,20.65,"48.82312780567426, 2.352433149542824",10.0,88.5,13
29.0,4,34.8,20.3,"48.85438440363996, 2.340035371130514",40.0,21.75,6
35.9,1,43.08,25.13,"48.867074492185395, 2.3086516846814",10.0,107.69999999999999,8
29.4,1,35.28,20.58,"48.89166759106752, 2.3459787545931863",10.0,88.2,18
21.9,3,26.28,15.33,"48.835209049865114, 2.3862100842120184",30.0,21.9,12
29.0,3,34.8,20.3,"48.86327454383974, 2.259935831704838",30.0,29.0,16
26.0,3,31.2,18.2,"48.85571865089275, 2.358162333852766",30.0,26.0,4
37.6,1,45.12,26.32,"48.869306638088744, 2.3334318076581146",10.0,112.80000000000001,2
26.9,2,32.28,18.83,"48.89257777114592, 2.334363089913081",20.0,40.35,18
34.9,1,41.88,24.43,"48.86647028948414, 2.3570831310567835",10.0,104.69999999999999,3
32.9,1,39.48,23.03,"48.867074492185395, 2.3086516846814",10.0,98.7,8
25.4,2,30.48,17.78,"48.89213818760241, 2.355536163296278",20.0,38.1,18
29.0,4,34.8,20.3,"48.86465997810256, 2.3363089189653063",40.0,21.75,1
24.0,1,28.8,16.8,"48.89555577457166, 2.384777229270242",10.0,72.0,19
24.5,4,29.4,17.15,"48.88073523727109, 2.35747081044636",40.0,18.375,10
32.1,1,38.52,22.47,"48.859192412713874, 2.3632050573309638",10.0,96.3,3
27.3,4,32.76,19.11,"48.86843361445447, 2.2916790427412166",40.0,20.475,16
23.0,4,27.6,16.1,"48.83740588522813, 2.3633186351497177",40.0,17.25,13
19.2,3,23.04,13.44,"48.894012169582226, 2.3643867790293243",30.0,19.2,18
24.4,4,29.28,17.08,"48.84194019337512, 2.356893889624744",40.0,18.3,5
32.6,2,39.12,22.82,"48.851585175021285, 2.3647679538731117",20.0,48.900000000000006,4
23.0,3,27.6,16.1,"48.8376230959726, 2.331783822887114",30.0,23.0,14
21.9,3,26.28,15.33,"48.85706404083103, 2.380364061726767",30.0,21.9,11
25.4,4,30.48,17.78,"48.84271125032415, 2.3107774536393966",40.0,19.05,15
34.9,1,41.88,24.43,"48.86388739200144, 2.363123300986952",10.0,104.69999999999999,3
30.1,1,36.1,21.1,"48.87124465089237, 2.3615036473450113",10.0,90.30000000000001,10
24.9,3,29.9,17.4,"48.87993433878255, 2.3328501965554715",30.0,24.9,9
27.8,4,33.4,19.5,"48.871765634282355, 2.2719177404675657",40.0,20.85,16
27.2,3,32.6,19.0,"48.84271125032415, 2.3107774536393966",30.0,27.2,15
29.3,4,35.2,20.5,"48.86910019977125, 2.3394607437483312",40.0,21.975,2
25.2,2,30.2,17.6,"48.87124465089237, 2.3615036473450113",20.0,37.8,10
32.9,2,39.5,23.0,"48.85526326937375, 2.3255876525808024",20.0,49.35,7
31.1,1,37.3,21.8,"48.88117755028415, 2.289963738115156",10.0,93.30000000000001,17
24.5,4,29.4,17.2,"48.89213818760241, 2.355536163296278",40.0,18.375,18
24.5,4,29.4,17.2,"48.85706404083103, 2.380364061726767",40.0,18.375,11
26.9,3,32.3,18.8,"48.88073523727109, 2.35747081044636",30.0,26.9,10
25.8,4,31.0,18.1,"48.85852137232379, 2.3516669671389687",40.0,19.35,4
33.0,2,39.6,23.1,"48.87126549302095, 2.320053028649194",20.0,49.5,8
25.2,4,30.2,17.6,"48.830359242366505, 2.428826815083849",40.0,18.9,12
29.6,3,35.5,20.7,"48.871765634282355, 2.2719177404675657",30.0,29.6,16
26.8,4,32.2,18.8,"48.862557245043206, 2.354851518245669",40.0,20.1,3
31.3,1,37.6,21.9,"48.88073523727109, 2.35747081044636",10.0,93.89999999999999,10
33.7,3,40.4,23.6,"48.85035926154756, 2.3110309362657557",30.0,33.7,7
26.7,3,32.0,18.7,"48.85706404083103, 2.380364061726767",30.0,26.7,11
33.6,1,40.3,23.5,"48.86327454383974, 2.259935831704838",10.0,100.80000000000001,16
30.4,2,36.5,21.3,"48.85852137232379, 2.3516669671389687",20.0,45.6,4
24.9,3,29.9,17.4,"48.87361766097465, 2.352282894951218",30.0,24.9,10
36.6,1,43.9,25.6,"48.868008337402706, 2.3446991274274604",10.0,109.80000000000001,2
28.3,4,34.0,19.8,"48.8490447659431, 2.3457466001872485",40.0,21.225,5
26.7,4,32.0,18.7,"48.86465997810256, 2.3363089189653063",40.0,20.025,1
23.4,3,28.08,16.38,"48.86228910809422, 2.3448988583110166",30.0,23.4,1
26.2,3,31.44,18.34,"48.83906040108164, 2.2780763469189345",30.0,26.2,15
27.6,2,33.12,19.32,"48.87124465089237, 2.3615036473450113",20.0,41.400000000000006,10
18.7,4,22.44,13.09,"48.894012169582226, 2.3643867790293243",40.0,14.024999999999999,18
30.4,1,36.48,21.28,"48.888481513920595, 2.313856169006357",10.0,91.2,17
28.5,2,34.2,19.95,"48.87993433878255, 2.3328501965554715",20.0,42.75,9
24.2,4,29.04,16.94,"48.86740319007272, 2.3729648249267643",40.0,18.15,11
24.6,3,29.52,17.22,"48.83740588522813, 2.3633186351497177",30.0,24.6,13
31.7,1,38.04,22.19,"48.871765634282355, 2.2719177404675657",10.0,95.1,16
25.2,4,30.24,17.64,"48.867018590627694, 2.328581664931248",40.0,18.9,1
26.2,3,31.44,18.34,"48.88117755028415, 2.289963738115156",30.0,26.2,17
28.5,2,34.2,19.95,"48.83906040108164, 2.2780763469189345",20.0,42.75,15
26.8,3,32.16,18.76,"48.888481513920595, 2.313856169006357",30.0,26.8,17
29.1,1,34.92,20.37,"48.82312780567426, 2.352433149542824",10.0,87.30000000000001,13
36.2,1,43.44,25.34,"48.858514966137854, 2.3164447403399206",10.0,108.60000000000001,7
28.0,2,33.6,19.6,"48.86234502354463, 2.376118055918989",20.0,42.0,11
22.3,3,26.76,15.61,"48.823452771575106, 2.337070179863054",30.0,22.3,14
26.1,3,31.32,18.27,"48.8376230959726, 2.331783822887114",30.0,26.1,14
23.0,4,27.6,16.1,"48.88073523727109, 2.35747081044636",40.0,17.25,10
26.4,3,31.68,18.48,"48.83373367612219, 2.3476730460658106",30.0,26.4,13
19.1,3,22.92,13.37,"48.88163816729657, 2.3954401666237373",30.0,19.1,19
27.7,1,33.24,19.39,"48.87124465089237, 2.3615036473450113",10.0,83.1,10
26.1,3,31.32,18.27,"48.88073523727109, 2.35747081044636",30.0,26.1,10
24.1,4,28.92,16.87,"48.87981191977869, 2.3448612910024424",40.0,18.075000000000003,9
28.7,4,34.44,20.09,"48.84168428795317, 2.3438609263160095",40.0,21.525000000000002,5
25.9,2,31.08,18.13,"48.8671501183107, 2.3500801904088187",20.0,38.849999999999994,2
25.7,2,30.84,17.99,"48.87124465089237, 2.3615036473450113",20.0,38.55,10
22.2,4,26.64,15.54,"48.876008290020586, 2.36812301788768",40.0,16.65,10
31.1,2,37.32,21.77,"48.871765634282355, 2.2719177404675657",20.0,46.650000000000006,16
31.7,1,38.04,22.19,"48.850171655497846, 2.291852642697574",10.0,95.1,15
24.6,4,29.52,17.22,"48.88504369140323, 2.302909824651906",40.0,18.45,17
29.6,3,35.52,20.72,"48.86843361445447, 2.2916790427412166",30.0,29.6,16
28.0,3,33.6,19.6,"48.88504369140323, 2.302909824651906",30.0,28.0,17
21.6,2,25.92,15.12,"48.88766108880349, 2.3744682121256666",20.0,32.400000000000006,19
22.3,4,26.8,15.6,"48.89257777114592, 2.334363089913081",40.0,16.725,18
23.8,4,28.56,16.66,"48.87863907572485, 2.380127281829295",40.0,17.849999999999998,19
25.9,2,31.08,18.13,"48.85706404083103, 2.380364061726767",20.0,38.849999999999994,11
32.2,1,38.6,22.5,"48.86910019977125, 2.3394607437483312",10.0,96.60000000000001,2
18.6,3,22.32,13.02,"48.88766108880349, 2.3744682121256666",30.0,18.6,19
25.8,4,31.0,18.1,"48.86910019977125, 2.3394607437483312",40.0,19.35,2
28.1,4,33.7,19.7,"48.86843361445447, 2.2916790427412166",40.0,21.075,16
25.8,2,31.0,18.1,"48.850171655497846, 2.291852642697574",20.0,38.7,15
24.0,2,28.8,16.8,"48.83031704260011, 2.315304931573413",20.0,36.0,14
27.7,2,33.2,19.4,"48.87981191977869, 2.3448612910024424",20.0,41.55,9
28.7,2,34.4,20.1,"48.859192412713874, 2.3632050573309638",20.0,43.050000000000004,3
28.7,4,34.4,20.1,"48.847800629292664, 2.3363388275876775",40.0,21.525000000000002,6
24.9,4,29.9,17.4,"48.874135575605415, 2.3041188097211407",40.0,18.674999999999997,8
24.6,3,29.52,17.22,"48.859192412713874, 2.3632050573309638",30.0,24.6,3
26.0,1,31.2,18.2,"48.88163816729657, 2.3954401666237373",10.0,78.0,19
39.3,1,47.2,27.5,"48.858514966137854, 2.3164447403399206",10.0,117.89999999999999,7
25.0,2,30.0,17.5,"48.87993433878255, 2.3328501965554715",20.0,37.5,9
30.8,2,37.0,21.6,"48.8490447659431, 2.3457466001872485",20.0,46.2,5
21.0,2,25.2,14.7,"48.835209049865114, 2.3862100842120184",20.0,31.5,12
32.5,1,39.0,22.8,"48.87993433878255, 2.3328501965554715",10.0,97.5,9
25.2,2,30.2,17.6,"48.86371948395739, 2.395272820760115",20.0,37.8,20
24.2,3,29.0,16.9,"48.89166759106752, 2.3459787545931863",30.0,24.2,18
25.2,4,30.2,17.6,"48.852895586218004, 2.3527750121216795",40.0,18.9,4
23.7,2,28.4,16.6,"48.83031704260011, 2.315304931573413",20.0,35.550000000000004,14
25.3,3,30.4,17.7,"48.830359242366505, 2.428826815083849",30.0,25.3,12
27.7,2,33.2,19.4,"48.83740588522813, 2.3633186351497177",20.0,41.55,13
32.9,1,39.5,23.0,"48.86647028948414, 2.3570831310567835",10.0,98.7,3
27.6,1,33.1,19.3,"48.876008290020586, 2.36812301788768",10.0,82.80000000000001,10
26.2,2,31.4,18.3,"48.850171655497846, 2.291852642697574",20.0,39.300000000000004,15
34.6,1,41.5,24.2,"48.86388739200144, 2.363123300986952",10.0,103.8,3
20.0,3,24.0,14.0,"48.87863907572485, 2.380127281829295",30.0,20.0,19
24.9,4,29.9,17.4,"48.847800629292664, 2.3363388275876775",40.0,18.674999999999997,6
29.8,4,35.8,20.9,"48.87126549302095, 2.320053028649194",40.0,22.35,8
29.5,3,35.4,20.7,"48.85526326937375, 2.3255876525808024",30.0,29.5,7
29.8,1,35.8,20.9,"48.83373367612219, 2.3476730460658106",10.0,89.4,13
29.2,1,35.0,20.4,"48.850171655497846, 2.291852642697574",10.0,87.6,15
32.5,1,39.0,22.8,"48.87981191977869, 2.3448612910024424",10.0,97.5,9
22.3,4,26.8,15.6,"48.82752745777257, 2.3723977369189355",40.0,16.725,13
25.2,2,30.2,17.6,"48.8379956461218, 2.4331784419569793",20.0,37.8,12
23.4,3,28.1,16.4,"48.89166759106752, 2.3459787545931863",30.0,23.4,18
22.8,3,27.4,16.0,"48.854760283035255, 2.407430328235969",30.0,22.8,20
27.7,2,33.2,19.4,"48.86327454383974, 2.259935831704838",20.0,41.55,16
26.7,4,32.0,18.7,"48.84271125032415, 2.3107774536393966",40.0,20.025,15
22.8,3,27.4,16.0,"48.8379956461218, 2.4331784419569793",30.0,22.8,12
27.3,1,32.8,19.1,"48.83429362836976, 2.296919974448867",10.0,81.9,15
28.0,4,33.6,19.6,"48.86388739200144, 2.363123300986952",40.0,21.0,3
23.7,1,28.4,16.6,"48.88163816729657, 2.3954401666237373",10.0,71.10000000000001,19
26.6,1,31.9,18.6,"48.835209049865114, 2.3862100842120184",10.0,79.80000000000001,12
25.2,3,30.24,17.64,"48.86065013520993, 2.3349103292801994",30.0,25.2,1
28.4,4,34.08,19.88,"48.86910019977125, 2.3394607437483312",40.0,21.299999999999997,2
30.7,3,36.84,21.49,"48.869306638088744, 2.3334318076581146",30.0,30.699999999999996,2
28.1,4,33.72,19.67,"48.868008337402706, 2.3446991274274604",40.0,21.075,2
25.8,2,30.96,18.06,"48.86647028948414, 2.3570831310567835",20.0,38.7,3
27.2,3,32.64,19.04,"48.859192412713874, 2.3632050573309638",30.0,27.2,3
34.2,1,41.04,23.94,"48.859192412713874, 2.3632050573309638",10.0,102.60000000000001,3
33.7,1,40.44,23.59,"48.86388739200144, 2.363123300986952",10.0,101.10000000000001,3
28.4,4,34.08,19.88,"48.84766363545046, 2.354093153377686",40.0,21.299999999999997,5
27.7,3,33.24,19.39,"48.85852137232379, 2.3516669671389687",30.0,27.7,4
37.0,1,44.4,25.9,"48.852895586218004, 2.3527750121216795",10.0,111.0,4
32.1,1,38.52,22.47,"48.85571865089275, 2.358162333852766",10.0,96.3,4
28.0,2,33.6,19.6,"48.84194019337512, 2.356893889624744",20.0,42.0,5
24.5,3,29.4,17.15,"48.85852137232379, 2.3516669671389687",30.0,24.5,4
26.3,3,31.56,18.41,"48.84194019337512, 2.356893889624744",30.0,26.3,5
28.3,3,33.96,19.81,"48.84766363545046, 2.354093153377686",30.0,28.3,5
27.7,3,33.24,19.39,"48.85528871996157, 2.3336568680904577",30.0,27.7,6
29.7,3,35.64,20.79,"48.84642759400415, 2.327356878234607",30.0,29.7,6
35.1,1,42.12,24.57,"48.8490447659431, 2.3457466001872485",10.0,105.30000000000001,5
28.9,4,34.68,20.23,"48.847800629292664, 2.3363388275876775",40.0,21.674999999999997,6
31.9,2,38.28,22.33,"48.85438440363996, 2.340035371130514",20.0,47.85,6
28.9,4,34.68,20.23,"48.85528871996157, 2.3336568680904577",40.0,21.674999999999997,6
25.3,2,30.36,17.71,"48.87361766097465, 2.352282894951218",20.0,37.95,10
27.0,1,32.4,18.9,"48.86740319007272, 2.3729648249267643",10.0,81.0,11
24.5,4,29.4,17.15,"48.88073523727109, 2.35747081044636",40.0,18.375,10
31.9,4,38.28,22.33,"48.85829990387876, 2.3015415556941874",40.0,23.925,7
24.0,3,28.8,16.8,"48.87361766097465, 2.352282894951218",30.0,24.0,10
28.6,2,34.32,20.02,"48.867074492185395, 2.3086516846814",20.0,42.900000000000006,8
30.7,3,36.84,21.49,"48.874135575605415, 2.3041188097211407",30.0,30.699999999999996,8
23.8,4,28.56,16.66,"48.8379956461218, 2.4331784419569793",40.0,17.849999999999998,12
22.7,4,27.24,15.89,"48.835209049865114, 2.3862100842120184",40.0,17.025,12
28.6,2,34.32,20.02,"48.874135575605415, 2.3041188097211407",20.0,42.900000000000006,8
26.8,4,32.16,18.76,"48.87814767585099, 2.3171746113048903",40.0,20.1,8
28.6,2,34.32,20.02,"48.87354738020911, 2.332268868869704",20.0,42.900000000000006,9
26.3,2,31.56,18.41,"48.8379956461218, 2.4331784419569793",20.0,39.449999999999996,12
22.6,4,27.12,15.82,"48.830359242366505, 2.428826815083849",40.0,16.950000000000003,12
23.3,4,27.96,16.31,"48.83740588522813, 2.3633186351497177",40.0,17.475,13
22.9,3,27.48,16.03,"48.87981191977869, 2.3448612910024424",30.0,22.9,9
29.0,1,34.8,20.3,"48.8379956461218, 2.4331784419569793",10.0,87.0,12
27.3,2,32.76,19.11,"48.876008290020586, 2.36812301788768",20.0,40.95,10
23.1,4,27.72,16.17,"48.87993433878255, 2.3328501965554715",40.0,17.325,9
21.4,3,25.68,14.98,"48.86740319007272, 2.3729648249267643",30.0,21.4,11
24.2,2,29.04,16.94,"48.86234502354463, 2.376118055918989",20.0,36.3,11
21.4,3,25.68,14.98,"48.87124465089237, 2.3615036473450113",30.0,21.4,10
25.9,2,31.08,18.13,"48.876008290020586, 2.36812301788768",20.0,38.849999999999994,10
32.0,3,38.4,22.4,"48.85829990387876, 2.3015415556941874",30.0,32.0,7
23.4,4,28.08,16.38,"48.876008290020586, 2.36812301788768",40.0,17.549999999999997,10
22.7,3,27.24,15.89,"48.82312780567426, 2.352433149542824",30.0,22.7,13
24.2,4,29.04,16.94,"48.850622342726865, 2.252276907538065",40.0,18.15,16
24.0,3,28.8,16.8,"48.8376230959726, 2.331783822887114",30.0,24.0,14
22.3,3,26.76,15.61,"48.823452771575106, 2.337070179863054",30.0,22.3,14
24.2,4,29.04,16.94,"48.850171655497846, 2.291852642697574",40.0,18.15,15
24.1,2,28.92,16.87,"48.82312780567426, 2.352433149542824",20.0,36.150000000000006,13
26.8,2,32.16,18.76,"48.83373367612219, 2.3476730460658106",20.0,40.2,13
31.4,1,37.68,21.98,"48.86327454383974, 2.259935831704838",10.0,94.19999999999999,16
28.6,4,34.32,20.02,"48.86843361445447, 2.2916790427412166",40.0,21.450000000000003,16
27.8,3,33.36,19.46,"48.850171655497846, 2.291852642697574",30.0,27.8,15
28.1,2,33.72,19.67,"48.84271125032415, 2.3107774536393966",20.0,42.15,15
29.6,3,35.5,20.7,"48.85438440363996, 2.340035371130514",30.0,29.6,6
25.1,3,30.1,17.6,"48.85438440363996, 2.340035371130514",30.0,25.1,6
23.4,3,28.08,16.38,"48.82665262554388, 2.3264369992249008",30.0,23.4,14
16.5,4,19.8,11.55,"48.82752745777257, 2.3723977369189355",40.0,12.375,13
24.2,4,29.04,16.94,"48.8949426537908, 2.321118743705154",40.0,18.15,17
32.0,1,38.4,22.4,"48.871765634282355, 2.2719177404675657",10.0,96.0,16
26.4,2,31.68,18.48,"48.83906040108164, 2.2780763469189345",20.0,39.599999999999994,15
27.7,2,33.24,19.39,"48.84271125032415, 2.3107774536393966",20.0,41.55,15
16.5,4,19.8,11.55,"48.854760283035255, 2.407430328235969",40.0,12.375,20
28.6,1,34.32,20.02,"48.850171655497846, 2.291852642697574",10.0,85.80000000000001,15
27.3,2,32.76,19.11,"48.823452771575106, 2.337070179863054",20.0,40.95,14
28.3,2,33.96,19.81,"48.86843361445447, 2.2916790427412166",20.0,42.45,16
24.3,4,29.16,17.01,"48.8376230959726, 2.331783822887114",40.0,18.225,14
23.1,3,27.72,16.17,"48.88766108880349, 2.3744682121256666",30.0,23.1,19
19.1,4,22.92,13.37,"48.89166759106752, 2.3459787545931863",40.0,14.325000000000001,18
25.2,3,30.24,17.64,"48.86371948395739, 2.395272820760115",30.0,25.2,20
39.2,1,47.04,27.44,"48.85035926154756, 2.3110309362657557",10.0,117.60000000000001,7
35.9,1,43.1,25.1,"48.87126549302095, 2.320053028649194",10.0,107.69999999999999,8
23.1,3,27.7,16.2,"48.8949426537908, 2.321118743705154",30.0,23.1,17
28.0,3,33.6,19.6,"48.85035926154756, 2.3110309362657557",30.0,28.0,7
29.0,1,34.8,20.3,"48.87103473909125, 2.406171530151038",10.0,87.0,20
27.8,3,33.4,19.5,"48.84168428795317, 2.3438609263160095",30.0,27.8,5
20.0,2,24.0,14.0,"48.89555577457166, 2.384777229270242",20.0,30.0,19
22.7,4,27.2,15.9,"48.87124465089237, 2.3615036473450113",40.0,17.025,10
27.6,1,33.1,19.3,"48.87124465089237, 2.3615036473450113",10.0,82.80000000000001,10
35.9,1,43.1,25.1,"48.85852137232379, 2.3516669671389687",10.0,107.69999999999999,4
24.2,3,29.0,16.9,"48.83429362836976, 2.296919974448867",30.0,24.2,15
29.0,1,34.8,20.3,"48.894012169582226, 2.3643867790293243",10.0,87.0,18
26.0,1,31.2,18.2,"48.854760283035255, 2.407430328235969",10.0,78.0,20
24.3,3,29.2,17.0,"48.874135575605415, 2.3041188097211407",30.0,24.3,8
35.9,1,43.1,25.1,"48.86065013520993, 2.3349103292801994",10.0,107.69999999999999,1
25.4,2,30.5,17.8,"48.84766363545046, 2.354093153377686",20.0,38.1,5
29.6,1,35.5,20.7,"48.82312780567426, 2.352433149542824",10.0,88.8,13
28.2,4,33.84,19.74,"48.868008337402706, 2.3446991274274604",40.0,21.15,2
31.3,1,37.6,21.9,"48.876008290020586, 2.36812301788768",10.0,93.89999999999999,10
